Point,Sample.ID.Lab,Horizon,Observational.Method,Potential.Series..in.progress.,To.Depth..cm.,H.Depth.cm.,Boundary..Bnd.,Matrix.Color,lab_clay,lab_sand,lab_silt,lab_texture_class,LPSA_texture_status,Field.Texture,Field.Clay..,Structure,Consistence,Notes,Date.Sampled,Depth.to.water.table..if.known.,Taxonomy,Disturbance.,Column1,series_raw,series_clean,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxmineralogy,taxactivity,taxtemp
45,250446,Bt3,Auger,Greenville,115-150+,35,,2.5YR3/6,68.3,27.65,4.05,C,ALL_CLASS_AGREE,,,2CoSBK,,rounded ironstone.,4/17/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
46,250447,Ap,Probe,Greenville,0-18,18,Ab,7.5YR4/3,12.4,78.45,9.15,SL,CLASS_OK,,,1MGr,,,4/17/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
46,250448,BA,Probe,Greenville,18-34,16,Ab,5YR4/6,5.175,92,2.825,S,ALL_CLASS_AGREE,,,1MSBK,,,4/17/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
46,250449,Bt1,Probe,Greenville,34-87,53,Gr,2.5YR3/6,73.35,22.6,4.05,C,ALL_CLASS_AGREE,,,2MSBK,,org stains,4/17/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
46,250450,Bt2,Probe/Auger,Greenville,87-150+,63,,2.5YR3/6,76.25,21.05,2.7,C,ALL_CLASS_AGREE,,,2CoSBK,,,4/17/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
52,250451,Ap1,Probe,Compass?,0-8,8,C,10YR4/2,5.295,85.15,9.555,LS,ALL_CLASS_AGREE,LS,,,,,4/16/2025,,,NA,NA,Compass?,Compass,"Coarse-loamy, siliceous, subactive, thermic Plinthic Paleudults",Ultisols,Udults,Paleudults,Plinthic Paleudults,Coarse-loamy,Siliceous,Subactive,Thermic
52,250452,Ap2,Probe,Compass?,31-Aug,23,C,10YR4/2,5.58,84.3,10.12,LS,ALL_CLASS_AGREE,LS,,,,org stains,4/16/2025,,,NA,NA,Compass?,Compass,"Coarse-loamy, siliceous, subactive, thermic Plinthic Paleudults",Ultisols,Udults,Paleudults,Plinthic Paleudults,Coarse-loamy,Siliceous,Subactive,Thermic
52,250453,AE,Probe,Compass?,31-52,21,C,10YR4/3,7.1,81.75,11.15,LS,ALL_CLASS_AGREE,LS,,,,org stains,4/16/2025,,,NA,NA,Compass?,Compass,"Coarse-loamy, siliceous, subactive, thermic Plinthic Paleudults",Ultisols,Udults,Paleudults,Plinthic Paleudults,Coarse-loamy,Siliceous,Subactive,Thermic
52,250454,E1,Probe,Compass?,52-74,22,C,7.5YR5/6,7.785,80.35,11.865,LS,RESCUED_5PCT,LS,,,,org stains,4/16/2025,,,NA,NA,Compass?,Compass,"Coarse-loamy, siliceous, subactive, thermic Plinthic Paleudults",Ultisols,Udults,Paleudults,Plinthic Paleudults,Coarse-loamy,Siliceous,Subactive,Thermic
52,250455,E2,Probe,Compass?,74-98,24,C,7.5YR6/6,6.575,82.15,11.275,LS,ALL_CLASS_AGREE,LS,,,,uncoated grains common,4/16/2025,,,NA,NA,Compass?,Compass,"Coarse-loamy, siliceous, subactive, thermic Plinthic Paleudults",Ultisols,Udults,Paleudults,Plinthic Paleudults,Coarse-loamy,Siliceous,Subactive,Thermic
52,250456,E3,Probe/Auger,Compass?,98-140,42,Gr,7.5YR7/4,5.13,85.75,9.12,LS,ALL_CLASS_AGREE,S,,,,"many uncoated sand grains, 7.5YR7/2.",4/16/2025,,,NA,NA,Compass?,Compass,"Coarse-loamy, siliceous, subactive, thermic Plinthic Paleudults",Ultisols,Udults,Paleudults,Plinthic Paleudults,Coarse-loamy,Siliceous,Subactive,Thermic
52,250457,Bt,Auger,Compass?,140-190,50,C,10YR5/8,8.975,80.3,10.725,LS,RESCUED_5PCT,SL,,,,"clean sand 25%. 2.5YR6/3 depletions.7.5YR4/6 plinthite, few.",4/16/2025,,,NA,NA,Compass?,Compass,"Coarse-loamy, siliceous, subactive, thermic Plinthic Paleudults",Ultisols,Udults,Paleudults,Plinthic Paleudults,Coarse-loamy,Siliceous,Subactive,Thermic
52,250458,Btv,Auger,Compass?,190-213+,23,,10YR6/6,8.585,81.9,9.515,LS,ALL_CLASS_AGREE,SL,,,,"7.5YR4/6 plinthite, 12%. free water.",4/16/2025,190,,NA,NA,Compass?,Compass,"Coarse-loamy, siliceous, subactive, thermic Plinthic Paleudults",Ultisols,Udults,Paleudults,Plinthic Paleudults,Coarse-loamy,Siliceous,Subactive,Thermic
8,250459,Ap,Probe,Stilson,0-21,21,C,10YR4/3,4.685,87.55,7.765,S,ALL_CLASS_AGREE,,,1MGr,,VF roots,4/30/2025,,,NA,NA,Stilson,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
8,250460,BE,Probe,Stilson,21-45,24,Gr,10YR5/6,8.43,79.35,12.22,LS,RESCUED_5PCT,,,1MSBK,,VF roots,4/30/2025,,,NA,NA,Stilson,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
8,250461,Bt,Probe/Auger,Stilson,45-116,71,Gr,7.5YR5/6,13,75,12,SL,ALL_CLASS_AGREE,,,1MSBK,,,4/30/2025,,,NA,NA,Stilson,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
8,250462,Btv,Auger,Stilson,116-150+,34,,10YR7/6,17.3,72.25,10.45,SL,CLASS_OK,,,1MSBK,,"plinthite, common, 7.5YR5/8, 10% is 2.5YR4/8. Clean sand and large alluvial rounded quartz",4/30/2025,158,,NA,NA,Stilson,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
49,250463,^Ap,Probe,Greenville,0-29,29,C,10YR4/4,5.35,84.7,9.95,LS,ALL_CLASS_AGREE,,,1MGr,,,4/30/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
49,250464,^C1,Probe,Greenville,29-43,14,C,7.5YR3/3,13.55,71.85,14.6,SL,ALL_CLASS_AGREE,,,SLSMA,,org stains,4/30/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
49,250465,^C2,Probe,Greenville,43-67,24,C,5YR4/6,26.85,59.5,13.65,SCL,ALL_CLASS_AGREE,,,SLSMA,,"many charcoal, 20%",4/30/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
49,250466,^C3,Probe,Greenville,67-103,36,Gr,7.5YR4/4,35.6,51.45,12.95,SC,OK,,,SLSMA,,"few charcoal, 5%",4/30/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
49,250467,Bt,Probe/Auger,Greenville,103-150+,47,,2.5YR4/6,69.2,26.85,3.95,C,ALL_CLASS_AGREE,,,2CoSBK,,,4/30/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
17,250468,Ap,Probe,Orangeburg,0-18,18,C,10YR4/3,4.52,87.9,7.58,S,CLASS_OK,,,1MGr,,,4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
17,250469,BA,Probe,Orangeburg,18-29,11,C,7.5YR4/4,11.9,76.7,11.4,SL,CLASS_OK,,,1MSBK,,,4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
17,250470,Bt1,Probe,Orangeburg,29-77,48,Gr,7.5YR4/6,12.7,75.05,12.25,SL,ALL_CLASS_AGREE,,,1MSBK,,root channels and stripped root pores,4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
17,250471,Bt2,Probe/Auger,Orangeburg,77-116,39,Gr,5YR4/6,25.45,65.7,8.85,SCL,CLASS_OK,,,1MSBK,,,4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
17,250472,Bt3,Auger,Orangeburg,116-150+,34,,5YR5/8,13.3,78.55,8.15,SL,CLASS_OK,,,1MSBK,,,4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
48,250473,Ap,Probe,Greenville,0-11,11,C,10YR3/3,21.15,62.55,16.3,SCL,ALL_CLASS_AGREE,,,,VFR,,4/30/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
48,250474,^C1,Probe,Greenville,Nov-39,28,A,2.5YR3/4,32.05,50.75,17.2,SCL,ALL_CLASS_AGREE,,,,F,"organic stains, 75% red, 25% 7.5YR 3/2",4/30/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
48,250475,^C2,Probe,Greenville,39-60,21,A,2.5YR3/6,58.55,32.65,8.8,C,ALL_CLASS_AGREE,,,,EF,compacted,4/30/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
48,250476,^C3,Probe,Greenville,60-78,18,A,2.5YR3/6,70.3,22.2,7.5,C,ALL_CLASS_AGREE,,,,,"ironstone,charcoal, organic stains, 2.5YR 3/3 many ",4/30/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
48,250477,Bt1,Probe/Auger,Greenville,78-100,22,Gr,2.5YR4/6,69.45,24.95,5.6,C,ALL_CLASS_AGREE,,,,EF,Compacted,4/30/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
48,250478,Bt2,Auger,Greenville,100-150,50,,2.5YR4/6,71.5,23.95,4.55,C,ALL_CLASS_AGREE,,,,F,,4/30/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
38,250479,Ap,Probe,Greenville,0-26,26,A,10YR4/3,5.915,83.15,10.935,LS,ALL_CLASS_AGREE,,,1MGr,,fine roots,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
38,250480,Bt1,Probe,Greenville,26-41,15,C,5YR4/6,35.25,56.6,8.15,SC,OK,,,2MSBK,,fine roots,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
38,250481,Bt2,Probe,Greenville,41-69,28,Gr,2.5YR4/8,59,30.7,10.3,C,CLASS_OK,,,2MSBK,,"large root pores, fine roots",4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
38,250482,Bt3,Probe/Auger,Greenville,69-111,42,Gr,2.5YR3/6,67.65,27.35,5,C,ALL_CLASS_AGREE,,,2CoSBK,,"large root pores, fine roots",4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
38,250483,Bt4,Auger,Greenville,111-150+,39,,2.5YR3/6,70,26,4,C,ALL_CLASS_AGREE,,,2CoSBK,,"large  roots, common",4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
16,250484,Ap,Probe,Lakeland?,0-30,30,A,10YR3/4,4.595,87.55,7.855,S,ALL_CLASS_AGREE,,,1MGr,,,4/30/2025,,,NA,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
16,250485,Bw,Probe,Lakeland?,30-66,36,A,10YR4/6,6.725,84.45,8.825,LS,ALL_CLASS_AGREE,,,1MSBK,,stripped sand,4/30/2025,,,NA,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
16,250486,Ab,Probe,Lakeland?,66-83,17,A,10YR4/6,6.925,82.1,10.975,LS,ALL_CLASS_AGREE,,,1MSBK,,"50% 10YR3/2, stratified organic stains.",4/30/2025,,,NA,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
16,250487,Bwb,Probe/Auger,Lakeland?,83-155,72,C,10YR7/4,5.445,86.5,8.055,LS,RESCUED_5PCT,,,1MSBK,,stripped sand grains + organic stains,4/30/2025,,,NA,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
16,250488,C,Auger,Lakeland?,155-180+,25,,10YR5/8,4.355,89.8,5.845,S,ALL_CLASS_AGREE,,,SRSSG,,,4/30/2025,,,NA,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
37,250489,Ap,Probe,Greenville,0-17,17,C,7.5YR4/4,5.52,86.6,7.88,LS,RESCUED_5PCT,,,1MGr,,very fine roots,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
37,250490,Bt1,Probe,Greenville,17-46,29,Gr,2.5YR4/6,39.95,49.25,10.8,SC,CLASS_OK,,,2CoSBK,,very fine roots,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
37,250491,Bt2,Probe,Greenville,46-90,44,D,10R4/6,66.2,27.6,6.2,C,ALL_CLASS_AGREE,,,2CoSBK,,very fine roots,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
37,250492,Bt3,Probe/Auger,Greenville,90-150+,60,,10R4/6,73,24.25,2.75,C,ALL_CLASS_AGREE,,,2MSBK,,,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
47,250493,Ap,Probe,Greenville,0-22,22,C,10YR4/3,6.455,82.7,10.845,LS,ALL_CLASS_AGREE,,,1MGr,,vf roots many,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
47,250494,BA,Probe,Greenville,22-42,20,C,5YR4/4,27.2,58.75,14.05,SCL,OK,,,1MSBK,,vf roots many,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
47,250495,Bt1,Probe,Greenville,42-62,20,Gr,2.5YR4/6,37.5,51.6,10.9,SC,CLASS_OK,,,1MSBK,,vf roots many,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
47,250496,Bt2,Probe,Greenville,62-98,36,Gr,2.5YR3/6,64.2,29.7,6.1,C,ALL_CLASS_AGREE,,,2MSBK,,vf roots many,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
47,250497,Bt3,Probe/Auger,Greenville,98-150+,52,,2.5YR3/6,69.1,27.35,3.55,C,ALL_CLASS_AGREE,,,2CoSBK,,vf roots many,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
26,250498,Ap,Probe,Orangeburg,0-20,20,C,10YR3/4,4.84,87.3,7.86,LS,RESCUED_5PCT,,,1MGr,,few VF roots,4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
26,250499,BA,Probe,Orangeburg,20-42,22,C,7.5YR4/4,13.5,74.95,11.55,SL,ALL_CLASS_AGREE,,,2CoSBK,,"dark organic stains, charcoal few VF roots",4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
26,250500,Bt1,Probe,Orangeburg,42-73,31,Gr,5YR4/6,15.85,72.45,11.7,SL,ALL_CLASS_AGREE,,,2CoSBK,,"organic stains, stripped root channels few VF roots",4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
26,250501,Bt2,Probe,Orangeburg,73-101,28,Gr,5YR5/8,13.7,75.45,10.85,SL,CLASS_OK,,,1MSBK,,few VF roots,4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
26,250502,Bt3,Probe/Auger,Orangeburg,101-150+,49,,5YR5/8,25.7,65.4,8.9,SCL,ALL_CLASS_AGREE,,,1MSBK,,few VF roots,4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
19,250503,Ap,Probe,Greenville,0-18,18,A,10YR3/4,9.175,83.95,6.875,LS,ALL_CLASS_AGREE,,,1MGr,,VF roots,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
19,250504,BA,Probe,Greenville,18-33,15,C,5YR3/4,43.65,48.1,8.25,SC,ALL_CLASS_AGREE,,,2MSBK,,VF roots,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
19,250505,Bt1,Probe,Greenville,33-60,27,Gr,2.5YR4/6,33.95,57,9.05,SCL,CLASS_OK,,,2MSBK,,"common organic stains, VF roots",4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
19,250506,Bt2,Probe,Greenville,60-98,38,Gr,2.5YR4/8,32.15,59.05,8.8,SCL,CLASS_OK,SL,,1MSBK,,"faint org stains, VF roots",4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
19,250507,Bt3,Probe/Auger,Greenville,98-150+,52,,2.5YR4/8,28.5,65.1,6.4,SCL,CLASS_OK,SL,,1MSBK,,,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
27,250508,Ap,Probe,Greenville,0-30,30,C,5YR4/6,7.59,83.15,9.26,LS,ALL_CLASS_AGREE,,,1MGr,,"mixed, vf roots, 40% 2.5YR4/6",4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
27,250509,BA,Probe,Greenville,30-52,22,Gr,2.5YR4/6,66.95,28.4,4.65,C,ALL_CLASS_AGREE,,,2CoSBK,,VF roots,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
27,250510,Bt1,Probe,Greenville,52-77,25,Gr,2.5YR4/6,63.3,29,7.7,C,CLASS_OK,,,2MSBK,,VF roots,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
27,250511,Bt2,Probe/Auger,Greenville,77-150+,73,,2.5YR3/6,70.2,26.2,3.6,C,ALL_CLASS_AGREE,,,2CoSBK,,VF roots common,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
9,250512,Ap,Probe,Orangeburg,0-29,29,A,10YR4/3,5.215,85.7,9.085,LS,ALL_CLASS_AGREE,,,1MGr,,"VFroots, common",4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
9,250513,BA,Probe,Orangeburg,29-49,20,C,5YR4/4,24.55,61.85,13.6,SCL,CLASS_OK,,,2MSBK,,"organic stains, charcoal, VFroots, common",4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
9,250514,Bt1,Probe,Orangeburg,49-79,30,C,7.5YR4/6,12.1,75.5,12.4,SL,CLASS_OK,,,1MSBK,,"org stains, uncoated grains, VFroots, common",4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
9,250515,Bt2,Probe,Orangeburg,79-113,34,C,5YR4/6,19.9,70.05,10.05,SL,RESCUED_5PCT,,,2MSBK,,"common org stains, uncoated grains, VFroots, common",4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
9,250516,Bt3,Auger,Orangeburg,113-150+,37,,5YR5/8,12.2,78.85,8.95,SL,CLASS_OK,,,1MSBK,,"few charcoal, uncoated grains, VFroots, common",4/30/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
18,250517,Ap,Probe,Greenville,0-25,25,VA,10YR4/3,4.645,87.45,7.905,S,ALL_CLASS_AGREE,,,1MGr,,VF roots,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
18,250518,BA,Probe,Greenville,25-38,13,C,5YR4/4,28.4,59.65,11.95,SCL,ALL_CLASS_AGREE,,,2MSBK,,"organic stains, uncoated sand grains, VF roots",4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
18,250519,Bt1,Probe,Greenville,38-77,39,Gr,5YR4/6,10.55,80.45,9,SL,OK,,,2CoSBK,,VF roots,4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
18,250520,Bt2,Probe,Greenville,77-119,42,Gr,2.5YR4/6,66.5,28.5,5,C,ALL_CLASS_AGREE,,,2CoSBK,,"charcoal, few, VF roots",4/30/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
