"peiid","taxonname_clean","taxonname_key","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","POINT_X","POINT_Y","phiidref","labsampnum","layerseqnum","hzdept","hzdepb","hzname","texcl","ncsslayerlabdataiid","sandtotmeasured","silttotmeasured","claytotmeasured","cec7","colorhue","colorvalue","colorchroma"
575610,"Coxville","COXVILLE","Clayey, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-81.2648245,33.0487664,2634750,"CL0354",5,15,51,"Btg1","Clay",437693,22.8999996,16.2999992,60.5999985,10,"10YR",6,1
575610,"Coxville","COXVILLE","Clayey, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-81.2648245,33.0487664,2634751,"CL0355",1,51,102,"Btg2","Clay",437689,44,13.3000002,42.5999985,6.6999998,"10YR",6,2
575610,"Coxville","COXVILLE","Clayey, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-81.2648245,33.0487664,2634752,"CL0356",2,102,127,"Btg3","Sandy clay",437690,52.9000015,10.6999998,36.2000008,5.8000002,"10YR",6,1
575610,"Coxville","COXVILLE","Clayey, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-81.2648245,33.0487664,2634753,"CL0357",3,127,165,"Btg4","Clay",437691,37.0999985,10.5,52.2999992,8.3999996,"10YR",6,1
575614,"Chastain","CHASTAIN","Fine, mixed, acid, thermic Typic Fluvaquents","Entisols","Aquents","Fluvaquents","Typic Fluvaquents","fine",-81.4495525,32.8929372000001,2634762,"CL0358",4,0,18,"A","Sandy clay",437687,48.4000015,16.2000008,35.2000008,8.5,"10YR",5,6
575614,"Chastain","CHASTAIN","Fine, mixed, acid, thermic Typic Fluvaquents","Entisols","Aquents","Fluvaquents","Typic Fluvaquents","fine",-81.4495525,32.8929372000001,2634763,"CL0359",3,18,51,"Bg1","Clay",437686,29.3999996,17.2999992,53.0999985,18.5,"N",6,NA
575614,"Chastain","CHASTAIN","Fine, mixed, acid, thermic Typic Fluvaquents","Entisols","Aquents","Fluvaquents","Typic Fluvaquents","fine",-81.4495525,32.8929372000001,2634764,"CL0360",5,51,102,"Bg2","Clay",437688,38.4000015,14.6999998,46.7999992,16.6000004,"N",4,1
575614,"Chastain","CHASTAIN","Fine, mixed, acid, thermic Typic Fluvaquents","Entisols","Aquents","Fluvaquents","Typic Fluvaquents","fine",-81.4495525,32.8929372000001,2634765,"CL0361",2,102,127,"Bg3","Clay",437685,33.9000015,14.1999998,51.7999992,18.1000004,"N",5,NA
575614,"Chastain","CHASTAIN","Fine, mixed, acid, thermic Typic Fluvaquents","Entisols","Aquents","Fluvaquents","Typic Fluvaquents","fine",-81.4495525,32.8929372000001,2634766,"CL0362",1,127,452,"Bg4","Sandy clay loam",437684,47.4000015,20.2999992,32.2000008,9.6999998,"N",6,NA
1118043,"Byars","BYARS","Fine, kaolinitic, thermic Umbric Paleaquults","Ultisols","Aquults","Paleaquults","Umbric Paleaquults","clayey",-79.60268,34.3668029,5476250,"CL1110",1,0,48,"A","Loam",437881,45.5,46.0999985,8.3999996,18,NA,NA,NA
1118043,"Byars","BYARS","Fine, kaolinitic, thermic Umbric Paleaquults","Ultisols","Aquults","Paleaquults","Umbric Paleaquults","clayey",-79.60268,34.3668029,5476251,"CL1111",2,48,58,"Btg1","Clay",437882,22.3999996,26.1000004,51.5,9.3999996,NA,NA,NA
1118043,"Byars","BYARS","Fine, kaolinitic, thermic Umbric Paleaquults","Ultisols","Aquults","Paleaquults","Umbric Paleaquults","clayey",-79.60268,34.3668029,5476252,"CL1112",3,58,81,"Btg2","Clay loam",437883,38.0999985,34.5,27.3999996,12.6999998,NA,NA,NA
1118043,"Byars","BYARS","Fine, kaolinitic, thermic Umbric Paleaquults","Ultisols","Aquults","Paleaquults","Umbric Paleaquults","clayey",-79.60268,34.3668029,5476253,"CL1113",4,81,122,"Btg3","Silty clay",437884,9.1000004,49.5999985,41.2999992,12.6999998,NA,NA,NA
1118043,"Byars","BYARS","Fine, kaolinitic, thermic Umbric Paleaquults","Ultisols","Aquults","Paleaquults","Umbric Paleaquults","clayey",-79.60268,34.3668029,5476254,"CL1114",5,122,152,"Btg4","Clay",437885,17.2000008,33.9000015,48.9000015,9.6000004,NA,NA,NA
1118045,"Chastain","CHASTAIN","Fine, mixed, semiactive, acid, thermic Fluvaquentic Endoaquepts","Entisols","Aquents","Fluvaquents","Typic Fluvaquents","fine",-79.7970081,34.5543286000001,5476261,"CL0950",1,0,13,"A1","Clay loam",437886,40.9000015,26.2000008,32.9000015,14.8999996,NA,NA,NA
1118045,"Chastain","CHASTAIN","Fine, mixed, semiactive, acid, thermic Fluvaquentic Endoaquepts","Entisols","Aquents","Fluvaquents","Typic Fluvaquents","fine",-79.7970081,34.5543286000001,5476262,"CL0951",2,13,31,"A2","Clay loam",437887,40,27.8999996,32.0999985,11.8999996,NA,NA,NA
1118045,"Chastain","CHASTAIN","Fine, mixed, semiactive, acid, thermic Fluvaquentic Endoaquepts","Entisols","Aquents","Fluvaquents","Typic Fluvaquents","fine",-79.7970081,34.5543286000001,5476263,"CL0952",3,31,66,"Bg1","Loam",437888,44.2000008,38.9000015,16.8999996,9.6000004,NA,NA,NA
1118045,"Chastain","CHASTAIN","Fine, mixed, semiactive, acid, thermic Fluvaquentic Endoaquepts","Entisols","Aquents","Fluvaquents","Typic Fluvaquents","fine",-79.7970081,34.5543286000001,5476264,"CL0953",4,66,137,"Bg2","Clay",437889,9.6000004,39,51.4000015,9,NA,NA,NA
1118045,"Chastain","CHASTAIN","Fine, mixed, semiactive, acid, thermic Fluvaquentic Endoaquepts","Entisols","Aquents","Fluvaquents","Typic Fluvaquents","fine",-79.7970081,34.5543286000001,5476265,"CL0954",5,137,191,"2Cg","Loamy sand",437890,78.5,13.1999998,8.3000002,2.5,NA,NA,NA
1118046,"Chenneby","CHENNEBY","Fine-silty, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Ochrepts","Dystrochrepts","Fluvaquentic Dystrochrepts","fine-silty",-79.7773568,34.551518,5476266,"CL0959",1,0,5,"A","Silt loam",437891,18.8999996,56.7000008,24.3999996,15.3000002,"10YR",4,3
1118046,"Chenneby","CHENNEBY","Fine-silty, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Ochrepts","Dystrochrepts","Fluvaquentic Dystrochrepts","fine-silty",-79.7773568,34.551518,5476267,"CL0960",2,5,31,"Bw1","Silt loam",437892,13.5,71.9000015,14.6000004,7.9000001,"10YR",5,6
1118046,"Chenneby","CHENNEBY","Fine-silty, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Ochrepts","Dystrochrepts","Fluvaquentic Dystrochrepts","fine-silty",-79.7773568,34.551518,5476268,"CL0961",3,31,53,"Bw2","Silt loam",437893,8.3999996,67.0999985,24.5,10.8000002,"2.5Y",6,4
1118046,"Chenneby","CHENNEBY","Fine-silty, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Ochrepts","Dystrochrepts","Fluvaquentic Dystrochrepts","fine-silty",-79.7773568,34.551518,5476269,"CL0962",4,53,99,"Bg1","Silty clay",437894,9.1000004,50.9000015,40,9,"2.5Y",6,2
1118046,"Chenneby","CHENNEBY","Fine-silty, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Ochrepts","Dystrochrepts","Fluvaquentic Dystrochrepts","fine-silty",-79.7773568,34.551518,5476270,"CL0963",5,99,137,"Bg2","Silty clay loam",437895,8.8999996,51.4000015,39.7000008,11.1000004,"2.5Y",6,2
1118046,"Chenneby","CHENNEBY","Fine-silty, mixed, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Ochrepts","Dystrochrepts","Fluvaquentic Dystrochrepts","fine-silty",-79.7773568,34.551518,5476271,"CL0964",6,137,183,"BCg","Silt loam",437896,29.6000004,50.2999992,20.1000004,6.9000001,"2.5Y",6,2
1118049,"Coxville","COXVILLE","Fine, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-79.6727409,34.5851064,5476284,"CL0965",1,0,15,"A","Loam",437897,40.4000015,39.9000015,19.7000008,15.5,"10YR",3,1
1118049,"Coxville","COXVILLE","Fine, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-79.6727409,34.5851064,5476285,"CL0966",2,15,28,"Btg1","Clay loam",437898,40.9000015,26.2000008,32.9000015,7.9000001,"10YR",4,1
1118049,"Coxville","COXVILLE","Fine, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-79.6727409,34.5851064,5476286,"CL0967",3,28,48,"Btg2","Clay loam",437899,40,27.8999996,32.0999985,7.4000001,"10YR",6,1
1118049,"Coxville","COXVILLE","Fine, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-79.6727409,34.5851064,5476287,"CL0968",4,48,114,"Btg3","Clay",437900,33.9000015,24.7000008,41.4000015,8.8999996,"10YR",6,1
1118049,"Coxville","COXVILLE","Fine, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-79.6727409,34.5851064,5476288,"CL0969",5,114,183,"Btg4","Clay",437901,9.6000004,39,51.4000015,15.5,"10YR",7,1
1118052,"Faceville","FACEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-79.6476036,34.6528355,5476301,"CL0710",1,0,5,"Ap","Sandy loam",437902,71.5,10.5,18,3.7,"5YR",4,6
1118052,"Faceville","FACEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-79.6476036,34.6528355,5476302,"CL0711",2,5,76,"Bt1","Clay",437903,37.0999985,9.1000004,53.7999992,5.0999999,"2.5YR",4,8
1118052,"Faceville","FACEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-79.6476036,34.6528355,5476303,"CL0712",3,76,107,"Bt2","Clay",437904,35,8.1999998,56.7999992,5.6999998,"2.5YR",4,8
1118052,"Faceville","FACEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-79.6476036,34.6528355,5476304,"CL0713",4,107,132,"Bt3","Clay",437905,36.5999985,7.8000002,55.5999985,4.8000002,"2.5YR",4,8
1118052,"Faceville","FACEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-79.6476036,34.6528355,5476305,"CL0714",5,132,165,"Bt4","Clay",437906,39.9000015,6,54.0999985,4.1999998,"2.5YR",4,8
1118053,"Foxworth","FOXWORTH","Thermic, coated Typic Quartzipsamments","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","sandy",-79.5995454,34.3973936,5476306,"CL0721",1,0,23,"A","Sand",437907,92.9000015,3.7,3.4000001,2.7,"10YR",4,3
1118053,"Foxworth","FOXWORTH","Thermic, coated Typic Quartzipsamments","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","sandy",-79.5995454,34.3973936,5476307,"CL0722",2,23,69,"C1","Sand",437908,91.8000031,3.5999999,4.5999999,1.7,"7.5YR",6,6
1118053,"Foxworth","FOXWORTH","Thermic, coated Typic Quartzipsamments","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","sandy",-79.5995454,34.3973936,5476308,"CL0723",3,69,102,"C2","Sand",437909,90.5,4.3000002,5.1999998,1.6,"7.5YR",5,8
1118053,"Foxworth","FOXWORTH","Thermic, coated Typic Quartzipsamments","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","sandy",-79.5995454,34.3973936,5476309,"CL0724",4,102,147,"C3","Sand",437910,95.4000015,2.0999999,2.5,0.9,"10YR",7,4
1118053,"Foxworth","FOXWORTH","Thermic, coated Typic Quartzipsamments","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","sandy",-79.5995454,34.3973936,5476310,"CL0725",5,147,178,"C4","Sand",437911,94.9000015,3.0999999,2,0.6,"10YR",7,3
1118053,"Foxworth","FOXWORTH","Thermic, coated Typic Quartzipsamments","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","sandy",-79.5995454,34.3973936,5476311,"CL0726",6,178,203,"C5","Sand",437912,96.0999985,2.4000001,1.5,0.5,"10YR",7,2
1118056,"Johnston","JOHNSTON","Coarse-loamy, siliceous, active, acid, thermic Cumulic Humaquepts","Inceptisols","Aquepts","Humaquepts","Cumulic Humaquepts","coarse-loamy",-79.5952364999999,34.3680549000001,5476323,"CL1115",1,0,58,"A1","Sandy loam",437913,57.9000015,32.9000015,9.1999998,21.2999992,"10YR",2,1
1118056,"Johnston","JOHNSTON","Coarse-loamy, siliceous, active, acid, thermic Cumulic Humaquepts","Inceptisols","Aquepts","Humaquepts","Cumulic Humaquepts","coarse-loamy",-79.5952364999999,34.3680549000001,5476324,"CL1116",2,58,102,"A2","Coarse sandy loam",437914,78.0999985,13.3999996,8.5,9.1000004,"10YR",2,1
1118056,"Johnston","JOHNSTON","Coarse-loamy, siliceous, active, acid, thermic Cumulic Humaquepts","Inceptisols","Aquepts","Humaquepts","Cumulic Humaquepts","coarse-loamy",-79.5952364999999,34.3680549000001,5476325,"CL1117",3,102,132,"Cg1","Loamy coarse sand",437915,83.3000031,10.6999998,6,3.9000001,"10YR",4,1
1118056,"Johnston","JOHNSTON","Coarse-loamy, siliceous, active, acid, thermic Cumulic Humaquepts","Inceptisols","Aquepts","Humaquepts","Cumulic Humaquepts","coarse-loamy",-79.5952364999999,34.3680549000001,5476326,"CL1118",4,132,152,"Cg2","Loamy coarse sand",437916,81.0999985,11.3999996,7.5,3.8,"10YR",5,1
1118069,"Pamlico","PAMLICO","Sandy or sandy-skeletal, siliceous, dysic, thermic Terric Haplosaprists","Histosols","Saprists","Haplosaprists","Terric Haplosaprists","sandy or sandy-skeletal",-79.6006886,34.3657663000001,5476404,"CL0818",1,0,51,"Oa1","",437917,NA,NA,NA,42.5999985,"10YR",2,1
1118069,"Pamlico","PAMLICO","Sandy or sandy-skeletal, siliceous, dysic, thermic Terric Haplosaprists","Histosols","Saprists","Haplosaprists","Terric Haplosaprists","sandy or sandy-skeletal",-79.6006886,34.3657663000001,5476405,"CL0819",2,51,107,"Oa2","",437918,NA,NA,NA,44.4000015,"10YR",3,2
1118069,"Pamlico","PAMLICO","Sandy or sandy-skeletal, siliceous, dysic, thermic Terric Haplosaprists","Histosols","Saprists","Haplosaprists","Terric Haplosaprists","sandy or sandy-skeletal",-79.6006886,34.3657663000001,5476406,"CL0820",3,107,152,"2Cg","Sand",437919,95.0999985,3.5,1.4,3.3,"10YR",6,1
1118074,"Riverview","RIVERVIEW","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","Inceptisols","Ochrepts","Dystrochrepts","Fluventic Dystrochrepts","fine-loamy",-79.8242506,34.5444553,5476427,"CL0769",1,0,28,"Ap","Fine sandy loam",437920,68.5999985,20.7999992,10.6000004,3.5,"10YR",5,3
1118074,"Riverview","RIVERVIEW","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","Inceptisols","Ochrepts","Dystrochrepts","Fluventic Dystrochrepts","fine-loamy",-79.8242506,34.5444553,5476428,"CL0770",2,28,66,"Bw1","Fine sandy loam",437921,62,21,17,4.0999999,"10YR",5,6
1118074,"Riverview","RIVERVIEW","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","Inceptisols","Ochrepts","Dystrochrepts","Fluventic Dystrochrepts","fine-loamy",-79.8242506,34.5444553,5476429,"CL0771",3,66,91,"Bw2","Loam",437922,51.2999992,28.7999992,19.8999996,4.9000001,"7.5YR",5,6
1118074,"Riverview","RIVERVIEW","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","Inceptisols","Ochrepts","Dystrochrepts","Fluventic Dystrochrepts","fine-loamy",-79.8242506,34.5444553,5476430,"CL0772",4,91,125,"C1","Fine sandy loam",437923,71,15.1999998,13.8000002,3.8,"7.5YR",5,4
1118074,"Riverview","RIVERVIEW","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","Inceptisols","Ochrepts","Dystrochrepts","Fluventic Dystrochrepts","fine-loamy",-79.8242506,34.5444553,5476431,"CL0773",5,125,183,"C2","",437924,74.1999969,15.1999998,10.6000004,2.8,"7.5YR",5,6
1118079,"Ailey","AILEY","Loamy, siliceous, thermic Arenic Kanhapludults","Ultisols","Udults","Kanhapludults","Arenic Kanhapludults","loamy",-81.1846877,33.3766726000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118080,"Ailey","AILEY","Loamy, kaolinitic, thermic Arenic Kanhapludults","Ultisols","Udults","Kanhapludults","Arenic Kanhapludults","loamy",-80.9395444,33.6736722000001,5476465,"CL0514",1,0,18,"A","Sand",437816,91.9000015,4.5999999,3.5,0.9,"10YR",5,3
1118080,"Ailey","AILEY","Loamy, kaolinitic, thermic Arenic Kanhapludults","Ultisols","Udults","Kanhapludults","Arenic Kanhapludults","loamy",-80.9395444,33.6736722000001,5476466,"CL0515",2,18,74,"E","Sand",437817,88.6999969,7.9000001,3.4000001,1.7,"10YR",6,4
1118080,"Ailey","AILEY","Loamy, kaolinitic, thermic Arenic Kanhapludults","Ultisols","Udults","Kanhapludults","Arenic Kanhapludults","loamy",-80.9395444,33.6736722000001,5476467,"CL0516",3,74,102,"Bt","Sandy loam",437818,75.5999985,7.0999999,17.2999992,3.2,"7.5YR",6,6
1118080,"Ailey","AILEY","Loamy, kaolinitic, thermic Arenic Kanhapludults","Ultisols","Udults","Kanhapludults","Arenic Kanhapludults","loamy",-80.9395444,33.6736722000001,5476468,"CL0517",4,102,132,"Btx","Sandy clay",437819,59.4000015,5.1999998,35.4000015,2.2,"7.5YR",6,6
1118080,"Ailey","AILEY","Loamy, kaolinitic, thermic Arenic Kanhapludults","Ultisols","Udults","Kanhapludults","Arenic Kanhapludults","loamy",-80.9395444,33.6736722000001,5476469,"CL0518",5,132,173,"C","Sandy clay loam",437820,72.6999969,2.0999999,25.2000008,5,"2.5YR",4,8
1118082,"Congaree","CONGAREE","Fine-loamy, mixed, active, nonacid, thermic Oxyaquic Udifluvents","Entisols","Fluvents","Udifluvents","Typic Udifluvents","fine-loamy",-80.9038070999999,33.8085675,5476475,"CL0603",1,0,23,"A","Sandy loam",437826,53.2000008,29,17.7999992,6.5,"7.5YR",4,4
1118082,"Congaree","CONGAREE","Fine-loamy, mixed, active, nonacid, thermic Oxyaquic Udifluvents","Entisols","Fluvents","Udifluvents","Typic Udifluvents","fine-loamy",-80.9038070999999,33.8085675,5476476,"CL0604",2,23,74,"C1","Loam",437827,43.7000008,36.5999985,19.7000008,5.9000001,"7.5YR",4,3
1118082,"Congaree","CONGAREE","Fine-loamy, mixed, active, nonacid, thermic Oxyaquic Udifluvents","Entisols","Fluvents","Udifluvents","Typic Udifluvents","fine-loamy",-80.9038070999999,33.8085675,5476477,"CL0605",3,74,102,"C2","Loam",437828,43.2000008,37.0999985,19.7000008,6.5,"7.5YR",4,4
1118082,"Congaree","CONGAREE","Fine-loamy, mixed, active, nonacid, thermic Oxyaquic Udifluvents","Entisols","Fluvents","Udifluvents","Typic Udifluvents","fine-loamy",-80.9038070999999,33.8085675,5476478,"CL0606",4,102,127,"C3","Sandy clay loam",437829,52.0999985,27.7000008,20.2000008,7.3000002,"7.5YR",4,4
1118082,"Congaree","CONGAREE","Fine-loamy, mixed, active, nonacid, thermic Oxyaquic Udifluvents","Entisols","Fluvents","Udifluvents","Typic Udifluvents","fine-loamy",-80.9038070999999,33.8085675,5476479,"CL0607",5,127,203,"C4","Fine sandy loam",437830,67.8000031,18.5,13.6999998,3.8,"2.5Y",5,4
1118083,"Coxville","COXVILLE","Fine, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-80.6555645,33.5446622000001,5476480,"CL0540",1,0,15,"A","Sandy loam",437831,66.3000031,19.7000008,14,4.8000002,"10YR",3,1
1118083,"Coxville","COXVILLE","Fine, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-80.6555645,33.5446622000001,5476481,"CL0541",2,15,25,"Btg1","Sandy clay loam",437832,53.5999985,21.1000004,25.2999992,3.4000001,"10YR",5,1
1118083,"Coxville","COXVILLE","Fine, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-80.6555645,33.5446622000001,5476482,"CL0542",3,25,79,"Btg2","Clay loam",437833,41.9000015,18.2999992,39.7999992,6.5999999,"10YR",5,1
1118083,"Coxville","COXVILLE","Fine, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-80.6555645,33.5446622000001,5476483,"CL0543",4,79,112,"Btg3","Clay",437834,38.7000008,12.1999998,49.0999985,7.8000002,"10YR",5,1
1118083,"Coxville","COXVILLE","Fine, kaolinitic, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","clayey",-80.6555645,33.5446622000001,5476484,"CL0544",5,112,158,"Btg4","Sandy clay",437835,47,9.3999996,43.5999985,6.3000002,"10YR",6,1
1118085,"Elloree","ELLOREE","Loamy, siliceous, active, thermic Arenic Endoaqualfs","Alfisols","Aqualfs","Endoaqualfs","Arenic Endoaqualfs","loamy",-80.6725192,33.4850924,5476491,"CL0646",1,0,23,"A","Loamy sand",437836,83.4000015,13.1999998,3.4000001,10.3999996,"10YR",3,1
1118085,"Elloree","ELLOREE","Loamy, siliceous, active, thermic Arenic Endoaqualfs","Alfisols","Aqualfs","Endoaqualfs","Arenic Endoaqualfs","loamy",-80.6725192,33.4850924,5476492,"CL0647",2,23,74,"E","Sand",437837,90.5,8.3999996,1.1,0.1,"10YR",7,2
1118085,"Elloree","ELLOREE","Loamy, siliceous, active, thermic Arenic Endoaqualfs","Alfisols","Aqualfs","Endoaqualfs","Arenic Endoaqualfs","loamy",-80.6725192,33.4850924,5476493,"CL0648",3,74,102,"Btg1","Fine sandy loam",437838,76.3000031,12.6999998,11,3.7,"10YR",7,2
1118085,"Elloree","ELLOREE","Loamy, siliceous, active, thermic Arenic Endoaqualfs","Alfisols","Aqualfs","Endoaqualfs","Arenic Endoaqualfs","loamy",-80.6725192,33.4850924,5476494,"CL0649",4,102,122,"Btg2","Sandy clay loam",437839,67.5,12.1000004,20.3999996,5.9000001,"N",6,NA
1118085,"Elloree","ELLOREE","Loamy, siliceous, active, thermic Arenic Endoaqualfs","Alfisols","Aqualfs","Endoaqualfs","Arenic Endoaqualfs","loamy",-80.6725192,33.4850924,5476495,"CL0650",5,122,158,"Cg","Fine sandy loam",437840,75.5,12.3000002,12.1999998,35,"10YR",6,1
1118087,"Faceville","FACEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-80.7392138,33.6616982,5476504,"CL0509",2,0,13,"Ap","Fine sandy loam",437850,73.4000015,14.3000002,12.3000002,2.3,"7.5YR",5,4
1118087,"Faceville","FACEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-80.7392138,33.6616982,5476505,"CL0511",3,23,86,"Bt1","Clay",437851,38.5999985,9.5,51.9000015,4.6999998,"2.5YR",4,6
1118087,"Faceville","FACEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-80.7392138,33.6616982,5476506,"CL0512",4,86,122,"Bt2","Clay",437852,40.5,10.3000002,49.2000008,3.7,"2.5YR",4,6
1118087,"Faceville","FACEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-80.7392138,33.6616982,5476507,"CL0513",5,122,155,"Bt3","Clay",437853,43.4000015,12.3999996,44.2000008,1.7,"2.5YR",4,6
1118087,"Faceville","FACEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-80.7392138,33.6616982,5785412,"CL0510",1,13,23,"AB","Fine sandy loam",437849,67.6999969,13.1999998,19.1000004,2.2,"7.5YR",5,4
1118088,"Fuquay","FUQUAY","Loamy, kaolinitic, thermic Arenic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Arenic Plinthic Kandiudults","loamy",-80.6579417999999,33.4825796000001,5476508,"CL0651",1,0,18,"Ap","Sand",437854,90.4000015,7.5,2.0999999,1.4,"10YR",4,2
1118088,"Fuquay","FUQUAY","Loamy, kaolinitic, thermic Arenic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Arenic Plinthic Kandiudults","loamy",-80.6579417999999,33.4825796000001,5476509,"CL0652",2,18,58,"E","Sand",437855,88.5999985,9.3999996,2,0.5,"10YR",6,4
1118088,"Fuquay","FUQUAY","Loamy, kaolinitic, thermic Arenic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Arenic Plinthic Kandiudults","loamy",-80.6579417999999,33.4825796000001,5476510,"CL0653",3,58,105,"Bt","Sandy clay loam",437856,60.2000008,8.1999998,31.6000004,4.3000002,"7.5YR",5,6
1118088,"Fuquay","FUQUAY","Loamy, kaolinitic, thermic Arenic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Arenic Plinthic Kandiudults","loamy",-80.6579417999999,33.4825796000001,5476511,"CL0654",4,105,135,"Btv1","Sandy clay loam",437857,59.4000015,10.8000002,29.7999992,3.3,"7.5YR",5,8
1118088,"Fuquay","FUQUAY","Loamy, kaolinitic, thermic Arenic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Arenic Plinthic Kandiudults","loamy",-80.6579417999999,33.4825796000001,5476512,"CL0655",5,135,160,"Btv2","Sandy clay",437858,51.9000015,8.8000002,39.2999992,4.9000001,"7.5YR",5,8
1118090,"Greenville","GREENVILLE","Fine, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine",-80.6654823,33.7103856000001,5476519,"CL0567",1,0,18,"Ap","Fine sandy loam",437859,78.1999969,9.8999996,11.8999996,1.5,"5YR",5,6
1118090,"Greenville","GREENVILLE","Fine, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine",-80.6654823,33.7103856000001,5476520,"CL0568",2,18,31,"Bt1","Sandy clay",437860,49.2000008,11.1000004,39.7000008,2.5999999,"2.5YR",3,6
1118090,"Greenville","GREENVILLE","Fine, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine",-80.6654823,33.7103856000001,5476521,"CL0569",3,31,79,"Bt2","Clay",437861,41.7000008,8.6000004,49.7000008,4,"2.5YR",3,6
1118090,"Greenville","GREENVILLE","Fine, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine",-80.6654823,33.7103856000001,5476522,"CL0570",4,79,173,"Bt3","Clay",437862,43.2000008,9,47.7999992,3.7,"10R",3,6
1118092,"Johnston","JOHNSTON","Coarse-loamy, siliceous, active, acid, thermic Cumulic Humaquepts","Inceptisols","Aquepts","Humaquepts","Cumulic Humaquepts","coarse-loamy",-80.6679973,33.5688868,5476530,"CL0590",2,0,15,"A1","Loamy sand",437864,84.3000031,7.5,8.1999998,4.1999998,"10YR",2,1
